Total_outages,Day_length_hr,Avg_Temp_F,Avg_humidity_percent,Max_windspeed_mph,Avg_windspeed_mph,Max_windgust_mph,Precipitation_in
1,15.266667,81,43,12,7,9,0
1,15.216667,68,73,10,6,9,0
1,15.183333,68,64,14,5,9,0
0,15.15,70,57,12,4,9,0
0,15.1,72,61,9,6,9,0
1,15.05,72,65,8,4,9,0
2,15.016667,64,76,9,6,9,0
1,14.966667,68,64,9,5,9,0
1,14.933333,68,75,8,4,9,0
0,14.883333,62,79,14,5,9,0
1,14.833333,65,82,10,7,9,0.01
2,14.783333,62,76,9,4,9,0
1,14.75,65,71,15,6,24,0
1,14.7,62,88,15,5,9,0.56
1,14.65,65,82,14,8,9,0.31
1,14.6,68,63,17,12,9,0
0,14.55,78,49,17,11,9,0
0,14.5,72,63,13,6,9,0
1,14.45,70,58,13,6,9,0
0,14.4,70,55,13,4,9,0
0,14.35,70,63,14,4,9,0
0,14.3,70,60,8,3,9,0
1,14.25,69,71,9,6,9,0
0,14.2,66,79,8,5,9,0
0,14.15,69,75,9,4,9,0
0,14.1,68,81,13,4,9,0
0,14.033333,71,66,10,2,9,0
1,13.983333,69,69,12,4,9,0
0,13.933333,66,91,14,8,9,0.2
2,13.883333,62,91,12,7,9,0.54
1,13.833333,64,75,12,8,22,0
0,13.766667,62,95,16,8,23,0.96
1,13.716667,60,92,16,13,9,0.28
0,13.666667,64,87,13,8,9,0.14
0,13.616667,64,81,9,6,9,0
0,13.55,64,81,10,5,9,0
0,13.5,66,77,9,5,9,0
0,13.45,69,71,9,5,9,0
0,13.383333,65,77,10,3,28,0
2,13.333333,60,78,18,9,9,0.17
0,13.283333,60,77,9,6,9,0
3,13.233333,62,78,9,6,9,0
1,13.166667,60,78,9,5,9,0
1,13.116667,62,72,12,4,9,0
1,13.05,60,67,13,8,9,0
0,13,62,66,7,3,20,0
2,12.95,62,86,15,5,9,0.14
0,12.883333,63,81,13,8,24,0
1,12.833333,62,74,15,6,25,0.38
1,12.783333,62,79,17,12,9,0.38
0,12.716667,58,82,12,5,30,0.6
5,12.666667,58,83,21,12,21,0.28
0,12.6,58,81,13,8,28,0.06
0,12.55,57,86,18,11,9,0.03
1,12.5,57,84,16,9,9,0.3
1,12.433333,56,87,14,10,9,0.21
0,12.383333,52,85,14,7,9,0.1
0,12.316667,56,79,9,3,9,0
1,12.266667,56,85,12,4,9,0
0,12.216667,56,72,9,5,9,0
1,12.15,54,91,6,3,9,0.15
1,12.1,59,89,10,4,9,0
0,12.033333,58,90,7,5,9,0.01
0,11.983333,58,91,6,3,9,0
0,11.933333,56,93,7,2,9,0.01
0,11.866667,59,90,12,6,9,0.01
1,11.816667,60,89,15,5,9,0.01
0,11.75,58,92,6,2,9,0
0,11.7,56,85,10,6,9,0.01
1,11.65,60,71,14,8,9,0
0,11.583333,60,72,6,2,9,0
1,11.533333,57,89,5,1,9,0
0,11.466667,52,96,7,1,9,0.02
0,11.416667,55,94,10,3,9,0.21
0,11.366667,59,86,12,8,9,0.04
0,11.3,58,78,9,2,20,0
0,11.25,55,92,15,8,9,1.07
0,11.183333,54,88,15,11,9,0.08
0,11.133333,54,82,12,7,9,0
0,11.083333,56,80,7,3,9,0
1,11.016667,60,79,14,5,9,0
0,10.966667,60,86,13,8,9,0
0,10.916667,59,90,8,4,9,0
2,10.85,57,94,16,3,9,0.01
0,10.8,53,94,16,10,29,0.36
1,10.75,50,89,20,7,9,0.65
0,10.683333,50,83,17,12,22,0.09
0,10.633333,52,68,16,10,9,0.2
0,10.583333,50,82,14,9,9,0
0,10.516667,49,80,14,7,21,0
1,10.466667,50,80,16,10,9,0.02
0,10.416667,48,81,13,6,9,0
3,10.366667,48,84,12,6,9,0
0,10.316667,48,68,15,8,9,0
1,10.25,50,70,14,9,9,0
0,10.2,48,87,12,6,9,0
0,10.15,44,93,8,4,29,0
0,10.1,48,86,18,7,32,0.03
0,10.05,50,77,21,14,9,0.05
0,10,44,72,10,7,26,0
0,9.95,50,86,20,7,24,0.27
2,9.9,50,91,18,11,9,0.89
1,9.85,44,81,16,6,9,0
0,9.8,40,91,8,1,9,0
1,9.75,38,96,8,1,9,0
0,9.7,46,78,10,8,9,0
0,9.65,52,80,12,7,9,0
0,9.6,45,100,10,3,9,0.01
0,9.55,50,88,12,7,9,0
0,9.5,47,92,12,8,9,0
0,9.45,44,92,8,4,9,0
0,9.416667,44,96,8,2,9,0
1,9.366667,50,89,7,2,9,0
1,9.316667,50,78,15,5,25,0.04
1,9.283333,50,90,17,8,24,0.16
0,9.233333,48,91,18,7,9,0.08
0,9.2,42,90,12,4,30,0.23
3,9.15,45,85,22,12,9,0.17
1,9.116667,42,79,8,5,9,0
1,9.066667,38,89,7,4,9,0
0,9.033333,42,84,6,2,9,0
2,9,45,97,8,5,9,0.02
0,8.966667,47,95,12,5,32,0.34
1,8.916667,52,92,22,17,26,0.51
0,8.883333,48,87,18,11,9,0.13
0,8.85,40,86,9,6,21,0.08
0,8.816667,42,83,16,7,9,0.01
0,8.8,39,83,8,2,9,0
0,8.766667,34,92,9,4,9,0.15
0,8.733333,40,95,8,3,9,0.08
0,8.7,42,82,8,5,9,0
1,8.683333,41,86,7,3,24,0
1,8.65,42,84,15,6,9,0
0,8.633333,43,90,13,7,22,0.25
2,8.6,40,87,16,10,17,0.02
0,8.583333,42,81,12,7,9,0.26
0,8.566667,42,91,14,6,33,0.49
2,8.533333,46,85,23,14,9,0.53
1,8.516667,44,93,12,6,25,0.81
1,8.5,54,91,18,12,28,0.7
0,8.483333,44,82,21,11,41,0.1
2,8.483333,44,47,30,17,9,0
0,8.466667,48,78,16,8,30,0.28
0,8.45,49,87,22,14,9,0.12
1,8.45,47,80,12,6,9,0
0,8.433333,40,96,8,3,9,0
0,8.433333,42,97,8,4,9,0
1,8.433333,47,96,6,1,37,0
1,8.416667,44,88,24,10,9,0.1
1,8.416667,39,89,8,4,9,0
1,8.416667,40,91,10,5,9,0
0,8.416667,40,95,9,4,9,0
0,8.433333,36,98,7,3,9,0
1,8.433333,35,98,8,4,9,0
0,8.433333,42,89,12,7,9,0.36
0,8.45,42,89,17,4,25,0.04
0,8.45,42,87,22,17,9,0
0,8.466667,34,99,13,3,9,0
1,8.466667,40,95,10,3,9,0.17
1,8.483333,40,97,12,7,24,0.01
1,8.5,40,73,15,6,9,0
1,8.516667,40,82,13,6,9,0.05
1,8.533333,36,70,18,12,9,0
0,8.55,34,73,14,11,9,0
1,8.566667,34,67,21,14,9,0
0,8.6,32,69,13,7,9,0
0,8.616667,32,89,14,7,24,0.17
0,8.65,38,72,15,8,9,0.08
0,8.666667,38,71,13,8,9,0.02
1,8.7,34,92,10,8,9,0.04
0,8.716667,32,81,14,9,30,0
3,8.75,32,78,21,9,37,0
0,8.783333,42,76,25,18,9,0
0,8.816667,34,78,12,5,9,0
0,8.85,32,60,13,9,24,0
1,8.883333,32,64,20,9,9,0.19
0,8.916667,38,93,9,6,29,0.09
0,8.95,48,96,21,7,9,2.34
0,8.983333,56,96,16,11,9,0.73
0,9.033333,56,88,13,3,21,0
0,9.066667,51,94,14,6,9,0.15
1,9.1,54,94,8,3,9,0.02
0,9.15,52,91,7,3,9,0.17
0,9.183333,50,91,8,4,9,0
0,9.233333,49,86,8,5,9,0
2,9.266667,42,98,7,1,9,0
0,9.316667,44,98,10,3,9,0.04
0,9.35,48,91,7,4,9,0.07
0,9.4,47,78,13,6,9,0.01
0,9.45,45,90,10,5,9,0
0,9.5,46,84,9,6,30,0.01
0,9.55,48,80,20,11,9,0.02
0,9.583333,44,73,9,4,9,0
0,9.633333,52,59,9,4,9,0
1,9.683333,45,87,10,6,32,0
1,9.733333,46,87,23,12,9,0.12
0,9.783333,40,78,13,8,9,0
1,9.833333,40,84,12,9,9,0.75
0,9.883333,41,80,16,9,9,0
0,9.933333,39,86,13,7,9,0
0,9.983333,40,84,9,4,9,0
0,10.05,38,89,9,5,9,0
1,10.1,42,83,8,2,22,0
0,10.15,44,84,15,9,17,0.09
0,10.2,40,82,14,10,9,0
0,10.25,38,77,12,6,9,0
0,10.316667,35,74,17,8,9,0
1,10.366667,40,61,15,12,9,0
0,10.416667,42,68,14,11,9,0
0,10.466667,44,60,12,8,9,0
0,10.533333,38,73,13,5,29,0
0,10.583333,42,60,17,14,9,0
1,10.633333,41,67,14,6,9,0
0,10.7,44,68,12,7,9,0
0,10.75,44,68,9,5,9,0
0,10.8,48,61,6,1,9,0
1,10.866667,44,88,9,6,9,0
1,10.916667,40,96,6,0,9,0
1,10.983333,48,85,12,5,23,0
2,11.033333,50,86,16,7,9,0.24
0,11.083333,53,72,12,7,9,0.12
0,11.15,50,82,12,5,9,0.04
1,11.2,50,72,8,2,9,0
0,11.266667,50,74,9,7,9,0
0,11.316667,51,83,12,6,9,0
1,11.366667,54,69,7,3,9,0
0,11.433333,56,83,14,7,9,0
0,11.483333,56,75,12,5,9,0
0,11.55,54,88,7,4,9,0.01
0,11.6,54,93,8,3,29,0
0,11.666667,52,82,21,5,21,0.01
1,11.716667,54,65,16,11,28,0
2,11.783333,50,53,22,10,9,0
2,11.833333,49,54,10,6,9,0
2,11.9,48,75,12,9,31,0
2,11.95,45,78,24,11,9,0.14
1,12,46,76,14,9,9,0
1,12.066667,44,68,12,8,28,0
1,12.116667,46,83,20,6,38,0.34
9,12.183333,47,74,23,16,22,0.1
1,12.233333,42,78,20,11,30,0.07
3,12.3,44,64,24,16,9,0
0,12.35,46,55,17,11,9,0
1,12.416667,48,60,10,5,9,0
0,12.466667,46,68,10,7,9,0
2,12.533333,46,95,14,9,9,1.51
0,12.583333,48,95,15,6,26,0.64
0,12.633333,44,87,21,13,32,0.4
5,12.7,46,84,21,13,9,0.08
0,12.75,47,72,13,10,9,0
0,12.816667,48,74,9,4,30,0.21
3,12.866667,46,81,23,12,9,0.34
0,12.933333,46,82,7,3,16,0.1
1,12.983333,46,87,10,4,9,0.4
0,13.033333,45,78,13,4,9,0
0,13.1,50,72,10,4,9,0.07
2,13.15,54,71,4,1,26,0
1,13.216667,48,85,17,5,18,0.2
0,13.266667,46,64,15,4,9,0
0,13.316667,46,68,12,2,9,0
1,13.383333,44,77,7,1,28,0.17
1,13.433333,42,86,20,11,32,0.51
0,13.5,42,81,23,8,9,0.06
0,13.55,44,71,13,6,29,0
0,13.6,44,76,18,9,9,0
0,13.65,46,86,10,7,29,0.31
0,13.716667,50,84,18,11,25,0.59
1,13.766667,47,80,17,9,9,0.03
0,13.816667,48,75,10,6,24,0.01
1,13.883333,50,67,17,7,9,0
0,13.933333,53,71,9,4,9,0
0,13.983333,54,80,8,5,22,0
5,14.033333,65,61,17,9,21,0
0,14.083333,58,81,16,8,14,0.12
1,14.15,58,78,12,4,15,0.03
1,14.2,58,86,12,6,10,0
1,14.25,60,79,9,4,17,0
0,14.3,61,79,16,7,18,0
1,14.35,59,61,15,7,13,0.16
0,14.4,52,95,10,6,12,0.45
0,14.45,56,84,12,5,14,0.05
1,14.5,59,71,12,7,14,0
0,14.55,57,89,12,5,13,0.04
1,14.6,57,78,10,5,15,0
2,14.65,59,81,12,5,18,0.02
0,14.7,61,80,15,8,24,0
0,14.75,58,74,18,9,14,0
0,14.8,55,69,12,4,13,0
2,14.85,55,82,12,5,17,0.09
0,14.883333,55,96,14,8,18,0.49
0,14.933333,57,85,15,9,9,0.14
0,14.983333,55,79,8,4,12,0
0,15.016667,58,76,9,3,14,0
1,15.066667,60,70,10,4,14,0
1,15.116667,62,85,12,5,17,0.14
1,15.15,58,91,14,7,21,0.47
1,15.2,56,82,17,8,15,0.01
3,15.233333,53,73,12,5,40,0.09
7,15.266667,58,87,30,9,26,0.72
1,15.316667,55,80,20,9,23,0.46
0,15.35,54,86,16,8,22,0.24
0,15.383333,53,82,17,7,26,0.23
4,15.433333,53,73,22,13,18,0.08
1,15.466667,54,71,16,8,18,0
0,15.5,58,70,14,9,25,0
0,15.533333,64,57,22,15,23,0
4,15.566667,73,36,17,11,14,0
6,15.6,74,38,13,6,21,0
2,15.616667,65,72,16,9,18,0
1,15.65,60,81,15,7,16,0
3,15.683333,59,79,14,8,24,0
4,15.716667,58,85,21,11,15,0.1
1,15.733333,59,84,12,7,14,0.03
2,15.766667,59,81,10,6,15,0
2,15.783333,56,75,13,7,13,0
1,15.8,57,72,10,5,25,0
1,15.833333,56,74,21,8,13,0.01
0,15.85,55,74,10,5,15,0
2,15.866667,56,86,12,6,13,0.1
2,15.883333,56,85,10,6,14,0.03
2,15.9,61,70,12,5,18,0
0,15.916667,58,77,15,8,25,0
0,15.933333,57,80,21,13,17,0.54
1,15.933333,58,72,14,43,29,0.01
1,15.95,58,80,23,11,20,0.07
2,15.966667,59,68,16,7,16,0
0,15.966667,59,65,14,7,18,0
1,15.983333,62,74,14,7,15,0.52
2,15.983333,62,75,13,6,15,0.06
4,15.983333,63,70,13,6,21,0
2,15.983333,65,64,17,7,17,0
3,15.983333,68,64,15,8,24,0
1,15.983333,63,88,18,7,21,0.08
2,15.983333,58,86,16,10,16,0.01
3,15.983333,61,71,14,6,13,0
3,15.983333,64,67,10,5,12,0
3,15.983333,64,85,9,4,16,0.02
1,15.966667,59,87,13,6,10,0.1
2,15.966667,59,88,8,4,17,0.05
1,15.95,61,87,14,8,13,0
2,15.933333,65,79,9,4,17,0
1,15.933333,67,85,16,6,15,0
0,15.916667,61,79,12,6,17,0
0,15.9,60,76,15,7,14,0
1,15.883333,63,68,9,5,12,0
2,15.866667,66,65,9,4,17,0
0,15.85,65,87,15,7,23,0.32
0,15.833333,63,87,17,10,14,0.04
2,15.8,63,68,13,6,18,0
0,15.783333,58,94,14,9,14,0.4
0,15.75,62,72,10,6,13,0
1,15.733333,60,84,10,3,18,0
1,15.7,65,82,14,5,17,0.01
1,15.683333,65,81,12,7,18,0.01
0,15.65,65,72,16,7,21,0
0,15.616667,66,69,17,11,13,0
2,15.583333,63,80,10,5,15,0
0,15.566667,64,78,13,6,17,0
1,15.533333,70,66,14,9,18,0
2,15.5,73,56,17,5,15,0
0,15.466667,64,74,12,6,15,0
0,15.416667,65,70,13,6,20,0
1,15.383333,69,59,15,9,23,0
1,15.35,65,77,17,9,18,0.25
0,15.316667,65,68,15,7,15,0
0,15.266667,65,62,13,6,22,0
3,15.233333,67,61,17,7,17,0
1,15.2,71,51,13,8,17,0
0,15.15,74,48,15,8,22,0
1,15.116667,70,57,18,6,13,0
1,15.066667,70,50,10,6,14,0
1,15.033333,71,59,10,4,17,0
1,14.983333,71,63,14,6,21,0
0,14.933333,66,68,17,9,18,0
1,14.9,66,55,15,8,17,0
1,14.85,69,50,14,9,16,0
1,14.8,73,47,14,7,15,0
0,14.75,72,54,13,5,12,0
1,14.7,66,80,10,5,12,0
0,14.666667,68,85,10,4,12,0
0,14.616667,68,64,9,5,16,0
0,14.566667,64,84,13,7,14,0
1,14.516667,62,80,12,5,13,0
0,14.466667,64,71,9,4,15,0
2,14.416667,66,78,10,5,14,0
1,14.366667,72,60,12,5,14,0
2,14.316667,74,55,13,5,13,0
0,14.266667,72,64,12,4,14,0
1,14.216667,61,84,12,8,18,0
0,14.15,65,83,16,6,16,0.05
0,14.1,67,74,14,6,10,0
1,14.05,70,57,8,4,12,0
0,14,67,78,10,5,15,0
0,13.95,66,71,13,5,20,0
1,13.9,66,74,16,5,15,0
0,13.833333,63,67,13,6,17,0
0,13.783333,66,61,13,7,17,0
0,13.733333,70,55,15,6,14,0
0,13.683333,69,59,12,5,15,0
1,13.616667,67,74,13,7,21,0
3,13.566667,67,75,16,8,21,0.21
0,13.516667,63,83,17,7,15,0.03
1,13.466667,61,76,13,6,17,0
1,13.4,66,66,13,6,18,0
1,13.35,68,58,16,6,13,0
0,13.3,63,71,10,5,21,0
0,13.233333,62,65,17,8,20,0
1,13.183333,61,74,16,8,17,0.2
1,13.133333,61,70,14,8,17,0
0,13.066667,63,70,15,7,20,0
2,13.016667,65,61,16,7,14,0
1,12.966667,66,65,13,6,20,0
0,12.9,61,64,15,8,15,0
1,12.85,57,84,13,6,14,0.41
1,12.783333,59,78,10,6,16,0.01
1,12.733333,61,71,12,6,14,0
0,12.683333,61,72,10,4,16,0
1,12.616667,60,79,13,6,15,0
0,12.566667,59,78,12,6,15,0.01
0,12.5,57,80,14,5,10,0.05
1,12.45,58,73,9,5,10,0
0,12.4,58,74,8,4,18,0
1,12.333333,59,72,14,7,20,0
1,12.283333,60,62,16,8,18,0
2,12.216667,57,71,14,7,14,0
0,12.166667,55,72,13,6,20,0
0,12.116667,56,68,15,7,20,0
0,12.05,54,68,15,5,10,0
0,12,58,62,9,5,25,0
1,11.933333,59,72,23,6,13,0
0,11.883333,60,76,12,4,18,0
0,11.833333,58,59,15,8,30,0
3,11.766667,60,76,23,13,24,0.25
0,11.716667,57,86,21,6,21,0.02
3,11.65,54,80,17,8,21,0.07
1,11.6,49,84,16,7,10,0.34
2,11.55,51,76,9,3,14,0
0,11.483333,54,78,10,5,12,0
0,11.433333,58,67,10,4,21,0
0,11.366667,56,84,17,7,20,0.2
4,11.316667,56,80,16,8,14,0.05
0,11.266667,54,84,12,5,15,0.06
0,11.2,56,84,13,6,18,0.01
1,11.15,53,92,17,6,16,0.04
0,11.083333,57,76,13,6,22,0.17
0,11.033333,52,89,20,6,14,0.07
0,10.983333,55,86,12,6,26,0.03
0,10.916667,61,79,20,6,13,0.26
0,10.866667,56,85,12,5,24,0.05
1,10.816667,55,86,21,13,25,0
2,10.75,61,84,22,11,20,0.01
1,10.7,54,97,17,7,25,0.02
1,10.65,56,90,18,11,14,0.12
1,10.6,52,76,10,3,13,0
0,10.533333,59,74,10,4,15,0
0,10.483333,57,76,13,4,9,0
2,10.433333,54,97,8,3,12,0.15
0,10.383333,55,86,10,3,35,0
3,10.316667,55,78,25,10,21,0.05
0,10.266667,49,79,17,6,20,0
0,10.216667,47,70,16,6,25,0.03
0,10.166667,52,80,20,12,20,0.18
0,10.116667,50,83,16,8,26,0.06
0,10.066667,50,81,18,8,29,0.31
1,10,51,92,22,11,21,0.73
1,9.95,48,93,17,10,21,0.75
1,9.9,49,86,17,8,26,0.17
1,9.85,46,88,23,13,31,0.24
5,9.8,45,86,25,13,23,0.41
1,9.75,43,95,20,9,24,0.79
1,9.7,45,84,18,10,18,0.04
0,9.65,45,81,15,8,14,0.18
1,9.616667,44,80,13,7,12,0.04
1,9.566667,46,71,10,5,30,0
2,9.516667,48,84,23,9,30,0.01
2,9.466667,43,88,24,11,21,0.43
0,9.416667,43,84,16,10,21,0.07
0,9.383333,47,88,16,8,16,0.87
0,9.333333,42,75,15,6,9,0.01
0,9.283333,41,76,9,2,17,0
1,9.25,45,79,15,5,17,0
0,9.2,44,93,15,8,16,0
1,9.166667,45,90,13,7,13,0
1,9.116667,44,97,9,4,14,0
0,9.083333,43,97,12,6,12,0
0,9.05,43,88,10,5,10,0
1,9,40,95,8,3,9,0
2,8.966667,41,88,8,2,13,0
0,8.933333,39,88,12,4,20,0.03
0,8.9,43,86,15,8,17,0.99
0,8.866667,40,77,14,8,15,0
0,8.833333,38,80,13,5,29,0.11
0,8.8,37,64,23,10,29,0.07
1,8.766667,38,90,23,11,20,0.31
2,8.733333,40,81,15,7,24,0
2,8.716667,35,82,17,9,9,0.27
2,8.683333,35,93,7,4,17,0.07
1,8.65,35,90,13,5,12,0.03
0,8.633333,35,78,9,6,12,0
1,8.616667,41,86,10,4,18,0
1,8.583333,42,74,15,5,20,0
1,8.566667,39,43,16,11,14,0
0,8.55,37,51,10,5,17,0
1,8.533333,38,72,15,7,12,0
1,8.516667,38,79,10,5,9,0
0,8.5,36,88,8,3,16,0
0,8.483333,39,82,14,4,9,0.03
0,8.466667,38,88,8,3,17,0.01
0,8.45,35,85,15,8,18,0
0,8.45,33,78,16,9,12,0
0,8.433333,32,82,10,4,36,0
0,8.433333,42,47,29,16,46,0
2,8.433333,41,45,39,20,31,0
0,8.416667,43,60,26,9,22,0.16
0,8.416667,51,70,17,8,21,0.43
1,8.416667,53,78,17,11,28,0.4
0,8.416667,54,78,23,13,23,0.34
0,8.416667,53,81,20,8,16,0.93
4,8.433333,58,81,15,6,38,0.63
4,8.433333,54,80,30,10,25,0.81
4,8.433333,50,76,20,12,21,0.41
2,8.45,51,76,17,8,37,0.47
2,8.466667,49,78,29,15,21,0.46
0,8.466667,46,77,18,8,20,0.35
0,8.483333,48,83,16,9,22,0.75
0,8.5,49,85,17,8,49,0.3
7,8.516667,52,70,37,13,18,0.08
1,8.533333,45,82,15,6,25,0.31
0,8.55,42,79,18,8,24,0.15
1,8.566667,48,64,21,9,22,0.01
5,8.583333,52,68,16,7,22,1.33
2,8.616667,53,84,17,7,29,0.26
1,8.633333,48,85,23,11,21,0.3
0,8.666667,44,76,17,9,24,0.1
1,8.683333,49,87,18,10,36,1.15
2,8.716667,51,84,26,12,31,0.94
1,8.75,47,83,22,15,20,0.77
0,8.783333,46,78,16,9,28,0.57
2,8.8,48,84,20,11,18,0.55
0,8.833333,42,85,15,7,20,0.26
1,8.866667,42,73,16,9,36,0
0,8.9,47,82,28,7,26,0.72
1,8.95,49,79,22,8,14,0.12
1,8.983333,44,85,9,2,23,0.07
0,9.016667,45,84,21,10,35,0.16
1,9.05,43,88,28,9,14,0.23
0,9.1,46,89,12,6,23,0.12
0,9.133333,48,78,20,11,21,0
1,9.166667,50,80,17,7,17,0.01
0,9.216667,49,83,16,5,26,0
0,9.266667,45,86,20,10,29,0.08
1,9.3,45,74,23,14,24,0.09
0,9.35,44,82,20,12,36,0.22
0,9.4,44,83,28,14,32,0.75
0,9.433333,46,77,25,12,31,1.24
2,9.483333,49,82,26,14,31,0.73
2,9.533333,46,70,23,12,45,0.33
8,9.583333,48,79,31,16,22,0.29
0,9.633333,47,84,17,12,26,0.3
0,9.683333,51,76,20,8,47,0.11
44,9.733333,48,75,36,21,22,0.41
2,9.766667,45,68,16,9,18,0
1,9.833333,45,68,16,5,14,0
1,9.883333,48,69,12,5,23,0
1,9.933333,46,70,20,9,33,0.21
1,9.983333,45,65,26,15,40,0
0,10.033333,49,38,32,17,25,0
0,10.083333,51,42,21,7,14,0
0,10.133333,47,67,13,5,18,0
0,10.183333,47,83,14,7,20,0.32
0,10.25,40,73,16,9,18,0
0,10.3,38,60,16,7,28,0
1,10.35,39,49,23,11,28,0
3,10.4,33,24,23,13,20,0
1,10.466667,34,29,17,9,15,0
1,10.516667,38,47,12,5,13,0
1,10.566667,35,70,10,6,15,0
0,10.633333,43,88,13,7,29,0
0,10.683333,47,80,22,13,26,0
1,10.733333,41,92,23,13,18,0.09
1,10.8,38,69,14,6,14,0
3,10.85,39,65,12,6,20,0
0,10.9,44,71,17,5,30,0.04
0,10.966667,47,91,23,11,33,0.31
0,11.016667,41,85,25,10,43,0.47
2,11.066667,48,61,35,14,53,0
0,11.133333,46,66,36,12,17,0.02
0,11.183333,44,73,14,9,25,0
0,11.25,47,69,20,8,35,0
0,11.3,50,53,29,12,39,0.03
3,11.366667,49,73,31,15,29,0.04
1,11.416667,44,78,22,13,53,0.04
5,11.466667,38,90,39,15,31,0.38
1,11.533333,38,90,24,14,18,0.1
2,11.583333,40,79,15,5,18,0.03
0,11.65,41,79,15,7,15,0
2,11.7,41,73,13,6,22,0
1,11.766667,44,63,17,7,23,0.01
1,11.816667,45,81,18,9,29,0.02
0,11.883333,42,88,21,8,28,0.06
0,11.933333,44,79,18,8,23,0.06
0,12,42,94,15,5,9,0.07
2,12.05,42,92,8,3,9,0.46
2,12.116667,42,74,12,6,9,0
1,12.166667,46,71,10,6,21,0
1,12.216667,46,86,17,7,16,0.04
0,12.283333,50,74,16,10,23,0.04
1,12.333333,54,64,14,6,35,0.01
0,12.4,48,76,29,9,20,0.49
0,12.45,45,65,17,9,22,0
0,12.516667,44,78,16,11,9,0.04
0,12.566667,50,62,14,10,9,0
2,12.633333,50,78,14,8,9,0.16
0,12.683333,48,82,16,8,9,0
0,12.75,49,72,8,5,9,0
1,12.8,50,75,12,6,23,0.08
1,12.85,46,86,20,10,9,0.27
0,12.916667,51,61,12,7,22,0
2,12.966667,53,70,14,10,17,0.14
2,13.033333,48,70,17,6,28,0
1,13.083333,52,67,23,10,24,0
1,13.133333,48,63,20,10,9,0
2,13.2,52,63,15,8,24,0
0,13.25,48,90,20,8,9,0.38
0,13.316667,50,78,12,8,9,0
0,13.366667,50,80,9,3,9,0
0,13.416667,51,72,12,4,25,0
1,13.483333,52,80,16,8,26,0.06
0,13.533333,46,84,18,8,20,0.36
1,13.583333,42,86,17,11,32,0.23
2,13.65,42,84,20,12,23,0.23
0,13.7,45,75,16,10,17,0.09
0,13.75,46,74,14,7,9,0
1,13.816667,47,58,10,7,9,0
2,13.866667,52,59,12,6,9,0
0,13.916667,53,72,10,6,9,0.03
1,13.966667,48,82,14,8,25,0.36
2,14.016667,48,67,18,10,9,0
0,14.083333,57,46,18,13,17,0
1,14.133333,60,36,12,7,9,0.01
0,14.183333,54,71,12,8,9,0
0,14.233333,49,77,16,7,9,0
0,14.283333,57,66,12,5,9,0
1,14.333333,60,67,9,5,17,0
3,14.383333,46,91,20,6,9,0.58
2,14.433333,46,79,10,3,16,0
1,14.483333,50,63,18,8,21,0
0,14.533333,49,57,17,6,21,0
0,14.583333,55,48,22,12,18,0
0,14.633333,60,39,15,9,9,0
1,14.683333,60,50,16,6,23,0
2,14.733333,52,71,18,11,36,0.02
3,14.783333,51,76,23,14,9,0.01
0,14.833333,49,65,14,8,9,0.01
0,14.883333,52,56,12,8,9,0
1,14.916667,55,57,10,8,22,0
0,14.966667,54,64,18,7,9,0
0,15.016667,49,60,16,8,17,0
0,15.05,54,52,16,11,9,0
0,15.1,58,47,12,9,9,0
2,15.15,66,47,16,10,9,0
7,15.183333,71,46,14,7,9,0
0,15.216667,66,48,15,9,9,0
1,15.266667,65,52,12,6,9,0
4,15.3,58,79,8,4,9,0.09
1,15.35,59,76,16,8,9,0
1,15.383333,58,76,12,5,9,0.01
3,15.416667,55,88,8,4,9,0.26
2,15.45,56,86,10,5,22,0.2
0,15.483333,56,87,16,6,9,0.24
0,15.516667,54,87,13,6,9,0.21
1,15.55,54,84,16,8,9,0.14
1,15.583333,54,89,12,8,9,0.15
0,15.616667,54,88,17,11,9,0.22
0,15.65,56,70,9,7,9,0
1,15.683333,60,56,8,4,9,0
1,15.7,63,67,13,5,9,0.09
1,15.733333,60,91,9,4,22,0.7
2,15.75,59,84,15,6,9,0.16
1,15.783333,61,62,9,5,25,0
3,15.8,58,89,17,7,9,0.53
3,15.816667,62,73,10,6,9,0
1,15.85,62,65,9,6,9,0
0,15.866667,60,72,13,7,9,0
0,15.883333,57,75,12,9,9,0.05
4,15.9,57,84,12,8,9,0.03
0,15.916667,60,79,9,4,9,0
2,15.933333,63,75,18,7,9,0
0,15.933333,63,84,10,5,9,0.07
0,15.95,60,81,13,8,21,0.01
0,15.966667,58,81,17,9,9,0.02
3,15.966667,61,77,15,9,29,0
2,15.983333,60,85,22,9,9,0.1
2,15.983333,60,68,12,9,9,0
0,15.983333,60,64,14,8,9,0
0,15.983333,60,66,13,7,9,0
1,15.983333,60,63,16,9,9,0
3,15.983333,60,65,16,10,9,0
0,15.983333,60,60,13,7,17,0
1,15.983333,62,52,13,9,16,0
1,15.983333,68,46,15,10,22,0
3,15.983333,75,41,17,10,9,0
2,15.966667,78,40,13,9,9,0
0,15.966667,71,54,13,7,9,0
0,15.95,62,61,9,6,9,0
2,15.95,67,51,15,8,9,0
1,15.933333,70,51,8,3,9,0
3,15.916667,68,53,14,5,9,0
1,15.9,68,56,10,5,9,0
1,15.883333,66,72,9,7,9,0
2,15.866667,64,76,13,6,9,0.02
3,15.85,58,76,12,8,9,0
0,15.833333,60,72,10,7,9,0
